Route Name;Ascent Label;Ascent Type;Route Grade;Ascent Grade;Route Gear Style;Ascent Gear Style;Route Height;Ascent Height;# Ascents;Route Stars;Route ID;Route Link;Country;Country Link;Crag Name;Crag Link;Crag Path;Quality;Ascent Date;Log Date;Shot
It's Business Time;;Onsight;24;;Sport;Sport;25m;;1;***;3876552882;http://www.thecrag.com/route/3876552882;Australia;http://www.thecrag.com/area/11737699;Flinders Peak (limited access);http://www.thecrag.com/area/11742931;Flinders Peak (limited access) - Sanctuary;Classic;23.04.2023 02:00;24.04.2023 10:24;
History Never Repeats;;Onsight;17;;Sport;Sport;30m;;1;*;3876552648;http://www.thecrag.com/route/3876552648;Australia;http://www.thecrag.com/area/11737699;Flinders Peak (limited access);http://www.thecrag.com/area/11742931;Flinders Peak (limited access) - Sanctuary;Average;23.04.2023 02:00;24.04.2023 10:22;
Freeloader;;Onsight;18;;Sport;Sport;28m;;1;*;3876242316;http://www.thecrag.com/route/3876242316;Australia;http://www.thecrag.com/area/11737699;Flinders Peak (limited access);http://www.thecrag.com/area/11742931;Flinders Peak (limited access) - Sanctuary;Good;23.04.2023 02:00;24.04.2023 10:22;
Catastrophist;;Onsight;19;;Sport;Sport;20m;;1;**;3876237945;http://www.thecrag.com/route/3876237945;Australia;http://www.thecrag.com/area/11737699;Flinders Peak (limited access);http://www.thecrag.com/area/11742931;Flinders Peak (limited access) - Sanctuary;Good;23.04.2023 02:00;24.04.2023 10:21;
Fedora;;Red point;22;;Sport;Sport;18m;;2;**;263524242;http://www.thecrag.com/route/263524242;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Blackheath Area - Hat Hill Crag;Classic;16.04.2023 02:00;17.04.2023 02:11;
Maiden Voyage;;Onsight;24;;Sport;Sport;18m;;1;**;6486078231;http://www.thecrag.com/route/6486078231;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Blackheath Area - Hat Hill Crag;Very Good;16.04.2023 02:00;17.04.2023 02:11;
Captain My Captain;;Hang dog;30;;Sport;Sport;15m;;1;***;6486059616;http://www.thecrag.com/route/6486059616;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Blackheath Area - Hat Hill Crag;;16.04.2023 02:00;17.04.2023 02:10;
I Have a Dream;;Flash;25;;Sport;Sport;50m;;1;***;15446701;http://www.thecrag.com/route/15446701;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Bells Line of Road & Chifley Rd - Pierces Pass - Walls Lookdown;Classic;21.03.2023 01:00;20.03.2023 22:26;
Whymper;;Red point;19;19;Sport;Sport;150m;;3;***;15317749;http://www.thecrag.com/route/15317749;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Leura - Sublime Point - West Face (Main Area) - Middle Cliffs - Sweet Dreams Walls;Classic;09.03.2023 01:00;15.03.2023 23:15;
Cave Climb;;Red point;13;;Trad;Trad;50m;;2;***;15331915;http://www.thecrag.com/route/15331915;Australia;http://www.thecrag.com/area/11737699;Blue Mountains;http://www.thecrag.com/area/11741347;Blue Mountains - Katoomba Area - Narrow Neck - Narrow Neck Crags - Southern Crag;Classic;07.03.2023 01:00;15.03.2023 23:13;
